model,training,eval_lang,step,pred_langs
hin_pan,"['hin_Deva', 'pan_Guru']",arb_Arab,Labels,{'arb_Arab': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",arb_Arab,Base,"{'eng_Latn': 0.85, 'hin_Deva': 0.13}"
hin_pan,"['hin_Deva', 'pan_Guru']",arb_Arab,Step1,"{'eng_Latn': 0.71, 'hin_Deva': 0.25}"
hin_pan,"['hin_Deva', 'pan_Guru']",arb_Arab,Step50+sbeam8,"{'eng_Latn': 0.65, 'hin_Deva': 0.29}"
hin_pan,"['hin_Deva', 'pan_Guru']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
hin_pan,"['hin_Deva', 'pan_Guru']",amh_Ethi,Base,{'pan_Guru': 0.97}
hin_pan,"['hin_Deva', 'pan_Guru']",amh_Ethi,Step1,{'pan_Guru': 0.98}
hin_pan,"['hin_Deva', 'pan_Guru']",amh_Ethi,Step50+sbeam8,{'pan_Guru': 0.98}
hin_pan,"['hin_Deva', 'pan_Guru']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
hin_pan,"['hin_Deva', 'pan_Guru']",mlt_Latn,Base,{'eng_Latn': 0.71}
hin_pan,"['hin_Deva', 'pan_Guru']",mlt_Latn,Step1,{'eng_Latn': 0.7}
hin_pan,"['hin_Deva', 'pan_Guru']",mlt_Latn,Step50+sbeam8,{'eng_Latn': 0.67}
hin_pan,"['hin_Deva', 'pan_Guru']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
hin_pan,"['hin_Deva', 'pan_Guru']",hin_Deva,Base,"{'hin_Deva': 0.71, 'eng_Latn': 0.25}"
hin_pan,"['hin_Deva', 'pan_Guru']",hin_Deva,Step1,"{'hin_Deva': 0.73, 'eng_Latn': 0.24}"
hin_pan,"['hin_Deva', 'pan_Guru']",hin_Deva,Step50+sbeam8,"{'hin_Deva': 0.73, 'eng_Latn': 0.23}"
hin_pan,"['hin_Deva', 'pan_Guru']",urd_Arab,Labels,{'urd_Arab': 0.98}
hin_pan,"['hin_Deva', 'pan_Guru']",urd_Arab,Base,"{'hin_Deva': 0.81, 'eng_Latn': 0.11}"
hin_pan,"['hin_Deva', 'pan_Guru']",urd_Arab,Step1,"{'hin_Deva': 0.78, 'eng_Latn': 0.1, 'pan_Guru': 0.07}"
hin_pan,"['hin_Deva', 'pan_Guru']",urd_Arab,Step50+sbeam8,"{'hin_Deva': 0.77, 'pan_Guru': 0.09, 'eng_Latn': 0.09}"
hin_pan,"['hin_Deva', 'pan_Guru']",guj_Gujr,Labels,{'guj_Gujr': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",guj_Gujr,Base,"{'pan_Guru': 0.48, 'hin_Deva': 0.45}"
hin_pan,"['hin_Deva', 'pan_Guru']",guj_Gujr,Step1,"{'pan_Guru': 0.87, 'hin_Deva': 0.08}"
hin_pan,"['hin_Deva', 'pan_Guru']",guj_Gujr,Step50+sbeam8,"{'pan_Guru': 0.91, 'hin_Deva': 0.06}"
hin_pan,"['hin_Deva', 'pan_Guru']",sin_Sinh,Labels,{'eng_Latn': 0.19}
hin_pan,"['hin_Deva', 'pan_Guru']",sin_Sinh,Base,"{'pan_Guru': 0.77, 'eng_Latn': 0.06, 'hin_Deva': 0.14}"
hin_pan,"['hin_Deva', 'pan_Guru']",sin_Sinh,Step1,"{'pan_Guru': 0.85, 'hin_Deva': 0.08}"
hin_pan,"['hin_Deva', 'pan_Guru']",sin_Sinh,Step50+sbeam8,"{'pan_Guru': 0.89, 'hin_Deva': 0.06}"
hin_pan,"['hin_Deva', 'pan_Guru']",pan_Guru,Labels,{'pan_Guru': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",pan_Guru,Base,{'pan_Guru': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",pan_Guru,Step1,{'pan_Guru': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",pan_Guru,Step50+sbeam8,{'pan_Guru': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",tur_Latn,Labels,{'tur_Latn': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",tur_Latn,Base,"{'hin_Deva': 0.18, 'eng_Latn': 0.22, 'tur_Latn': 0.11}"
hin_pan,"['hin_Deva', 'pan_Guru']",tur_Latn,Step1,"{'hin_Deva': 0.27, 'tur_Latn': 0.27, 'eng_Latn': 0.1}"
hin_pan,"['hin_Deva', 'pan_Guru']",tur_Latn,Step50+sbeam8,"{'hin_Deva': 0.32, 'eng_Latn': 0.09, 'tur_Latn': 0.26}"
hin_pan,"['hin_Deva', 'pan_Guru']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",kaz_Cyrl,Base,"{'hin_Deva': 0.55, 'eng_Latn': 0.23}"
hin_pan,"['hin_Deva', 'pan_Guru']",kaz_Cyrl,Step1,"{'eng_Latn': 0.17, 'hin_Deva': 0.6}"
hin_pan,"['hin_Deva', 'pan_Guru']",kaz_Cyrl,Step50+sbeam8,"{'eng_Latn': 0.15, 'hin_Deva': 0.58}"
hin_pan,"['hin_Deva', 'pan_Guru']",cmn_Hani,Labels,{'cmn_Hani': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",cmn_Hani,Base,"{'eng_Latn': 0.16, 'hin_Deva': 0.67, 'cmn_Hani': 0.07}"
hin_pan,"['hin_Deva', 'pan_Guru']",cmn_Hani,Step1,"{'eng_Latn': 0.19, 'hin_Deva': 0.55, 'cmn_Hani': 0.15}"
hin_pan,"['hin_Deva', 'pan_Guru']",cmn_Hani,Step50+sbeam8,"{'eng_Latn': 0.24, 'hin_Deva': 0.43, 'cmn_Hani': 0.2}"
hin_pan,"['hin_Deva', 'pan_Guru']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",jpn_Jpan,Base,"{'hin_Deva': 0.76, 'eng_Latn': 0.16}"
hin_pan,"['hin_Deva', 'pan_Guru']",jpn_Jpan,Step1,"{'hin_Deva': 0.79, 'eng_Latn': 0.12}"
hin_pan,"['hin_Deva', 'pan_Guru']",jpn_Jpan,Step50+sbeam8,"{'eng_Latn': 0.16, 'hin_Deva': 0.76}"
hin_pan,"['hin_Deva', 'pan_Guru']",kor_Hang,Labels,{'kor_Hang': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",kor_Hang,Base,"{'eng_Latn': 0.16, 'hin_Deva': 0.71}"
hin_pan,"['hin_Deva', 'pan_Guru']",kor_Hang,Step1,"{'eng_Latn': 0.13, 'hin_Deva': 0.75}"
hin_pan,"['hin_Deva', 'pan_Guru']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.15, 'hin_Deva': 0.72}"
hin_pan,"['hin_Deva', 'pan_Guru']",mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",mon_Cyrl,Base,"{'hin_Deva': 0.13, 'pan_Guru': 0.58, 'eng_Latn': 0.16}"
hin_pan,"['hin_Deva', 'pan_Guru']",mon_Cyrl,Step1,"{'pan_Guru': 0.87, 'eng_Latn': 0.06}"
hin_pan,"['hin_Deva', 'pan_Guru']",mon_Cyrl,Step50+sbeam8,{'pan_Guru': 0.9}
hin_pan,"['hin_Deva', 'pan_Guru']",hun_Latn,Labels,{'hun_Latn': 1.0}
hin_pan,"['hin_Deva', 'pan_Guru']",hun_Latn,Base,"{'eng_Latn': 0.33, 'hin_Deva': 0.08}"
hin_pan,"['hin_Deva', 'pan_Guru']",hun_Latn,Step1,"{'hin_Deva': 0.12, 'deu_Latn': 0.09, 'eng_Latn': 0.2}"
hin_pan,"['hin_Deva', 'pan_Guru']",hun_Latn,Step50+sbeam8,"{'hin_Deva': 0.11, 'eng_Latn': 0.18, 'deu_Latn': 0.11}"
hin_pan,"['hin_Deva', 'pan_Guru']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
hin_pan,"['hin_Deva', 'pan_Guru']",mhr_Cyrl,Base,"{'eng_Latn': 0.36, 'pan_Guru': 0.07, 'hin_Deva': 0.11}"
hin_pan,"['hin_Deva', 'pan_Guru']",mhr_Cyrl,Step1,"{'eng_Latn': 0.23, 'pan_Guru': 0.22, 'hin_Deva': 0.13}"
hin_pan,"['hin_Deva', 'pan_Guru']",mhr_Cyrl,Step50+sbeam8,"{'eng_Latn': 0.16, 'hin_Deva': 0.13, 'pan_Guru': 0.29}"
hin_pan,"['hin_Deva', 'pan_Guru']",fin_Latn,Labels,{'fin_Latn': 0.99}
hin_pan,"['hin_Deva', 'pan_Guru']",fin_Latn,Base,"{'eng_Latn': 0.44, 'hin_Deva': 0.18}"
hin_pan,"['hin_Deva', 'pan_Guru']",fin_Latn,Step1,"{'hin_Deva': 0.3, 'eng_Latn': 0.31}"
hin_pan,"['hin_Deva', 'pan_Guru']",fin_Latn,Step50+sbeam8,"{'hin_Deva': 0.31, 'fin_Latn': 0.07, 'eng_Latn': 0.27}"
arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Labels,{'deu_Latn': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Step1,{'deu_Latn': 0.96}
arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Step50+sbeam8,{'deu_Latn': 0.95}
arab-script,"['arb_Arab', 'heb_Hebr']",deu_Latn,Base,{'deu_Latn': 0.96}
arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Labels,{'heb_Hebr': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Step1,"{'arb_Arab': 0.56, 'urd_Arab': 0.35}"
arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Step50+sbeam8,"{'arb_Arab': 0.56, 'urd_Arab': 0.36}"
arab-script,"['arb_Arab', 'heb_Hebr']",ydd_Hebr,Base,"{'arb_Arab': 0.55, 'urd_Arab': 0.32}"
arab-script,"['arb_Arab', 'heb_Hebr']",heb_Hebr,Labels,{'heb_Hebr': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",heb_Hebr,Step1,"{'arb_Arab': 0.88, 'heb_Hebr': 0.08}"
arab-script,"['arb_Arab', 'heb_Hebr']",heb_Hebr,Step50+sbeam8,"{'arb_Arab': 0.86, 'heb_Hebr': 0.08}"
arab-script,"['arb_Arab', 'heb_Hebr']",heb_Hebr,Base,"{'arb_Arab': 0.73, 'heb_Hebr': 0.19}"
arab-script,"['arb_Arab', 'heb_Hebr']",arb_Arab,Labels,{'arb_Arab': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",arb_Arab,Step1,{'arb_Arab': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",arb_Arab,Step50+sbeam8,{'arb_Arab': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",arb_Arab,Base,{'arb_Arab': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
arab-script,"['arb_Arab', 'heb_Hebr']",amh_Ethi,Step1,"{'urd_Arab': 0.59, 'eng_Latn': 0.08, 'arb_Arab': 0.24}"
arab-script,"['arb_Arab', 'heb_Hebr']",amh_Ethi,Step50+sbeam8,"{'urd_Arab': 0.57, 'eng_Latn': 0.09, 'arb_Arab': 0.26}"
arab-script,"['arb_Arab', 'heb_Hebr']",amh_Ethi,Base,"{'urd_Arab': 0.63, 'eng_Latn': 0.1, 'arb_Arab': 0.17}"
arab-script,"['arb_Arab', 'heb_Hebr']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
arab-script,"['arb_Arab', 'heb_Hebr']",mlt_Latn,Step1,"{'eng_Latn': 0.55, 'arb_Arab': 0.13}"
arab-script,"['arb_Arab', 'heb_Hebr']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.5, 'arb_Arab': 0.16}"
arab-script,"['arb_Arab', 'heb_Hebr']",mlt_Latn,Base,"{'eng_Latn': 0.65, 'arb_Arab': 0.06}"
arab-script,"['arb_Arab', 'heb_Hebr']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
arab-script,"['arb_Arab', 'heb_Hebr']",hin_Deva,Step1,"{'urd_Arab': 0.71, 'eng_Latn': 0.25}"
arab-script,"['arb_Arab', 'heb_Hebr']",hin_Deva,Step50+sbeam8,"{'urd_Arab': 0.7, 'eng_Latn': 0.25}"
arab-script,"['arb_Arab', 'heb_Hebr']",hin_Deva,Base,"{'urd_Arab': 0.71, 'eng_Latn': 0.27}"
arab-script,"['arb_Arab', 'heb_Hebr']",urd_Arab,Labels,{'urd_Arab': 0.98}
arab-script,"['arb_Arab', 'heb_Hebr']",urd_Arab,Step1,{'urd_Arab': 0.98}
arab-script,"['arb_Arab', 'heb_Hebr']",urd_Arab,Step50+sbeam8,{'urd_Arab': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",urd_Arab,Base,{'urd_Arab': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",guj_Gujr,Labels,{'guj_Gujr': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",guj_Gujr,Step1,{'urd_Arab': 0.93}
arab-script,"['arb_Arab', 'heb_Hebr']",guj_Gujr,Step50+sbeam8,{'urd_Arab': 0.91}
arab-script,"['arb_Arab', 'heb_Hebr']",guj_Gujr,Base,"{'urd_Arab': 0.89, 'eng_Latn': 0.07}"
arab-script,"['arb_Arab', 'heb_Hebr']",sin_Sinh,Labels,{'eng_Latn': 0.19}
arab-script,"['arb_Arab', 'heb_Hebr']",sin_Sinh,Step1,{'urd_Arab': 0.93}
arab-script,"['arb_Arab', 'heb_Hebr']",sin_Sinh,Step50+sbeam8,{'urd_Arab': 0.93}
arab-script,"['arb_Arab', 'heb_Hebr']",sin_Sinh,Base,{'urd_Arab': 0.93}
arab-script,"['arb_Arab', 'heb_Hebr']",pan_Guru,Labels,{'pan_Guru': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",pan_Guru,Step1,{'urd_Arab': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",pan_Guru,Step50+sbeam8,{'urd_Arab': 0.98}
arab-script,"['arb_Arab', 'heb_Hebr']",pan_Guru,Base,{'urd_Arab': 0.98}
arab-script,"['arb_Arab', 'heb_Hebr']",tur_Latn,Labels,{'tur_Latn': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",tur_Latn,Step1,"{'tur_Latn': 0.8, 'urd_Arab': 0.07}"
arab-script,"['arb_Arab', 'heb_Hebr']",tur_Latn,Step50+sbeam8,"{'tur_Latn': 0.66, 'urd_Arab': 0.18}"
arab-script,"['arb_Arab', 'heb_Hebr']",tur_Latn,Base,{'tur_Latn': 0.89}
arab-script,"['arb_Arab', 'heb_Hebr']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",kaz_Cyrl,Step1,"{'eng_Latn': 0.08, 'kaz_Cyrl': 0.1, 'tur_Latn': 0.11, 'urd_Arab': 0.55}"
arab-script,"['arb_Arab', 'heb_Hebr']",kaz_Cyrl,Step50+sbeam8,"{'urd_Arab': 0.63, 'kaz_Cyrl': 0.09, 'eng_Latn': 0.07, 'tur_Latn': 0.07}"
arab-script,"['arb_Arab', 'heb_Hebr']",kaz_Cyrl,Base,"{'eng_Latn': 0.1, 'kaz_Cyrl': 0.11, 'tur_Latn': 0.23, 'urd_Arab': 0.36}"
arab-script,"['arb_Arab', 'heb_Hebr']",cmn_Hani,Labels,{'cmn_Hani': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",cmn_Hani,Step1,"{'cmn_Hani': 0.38, 'urd_Arab': 0.22, 'arb_Arab': 0.13, 'eng_Latn': 0.11}"
arab-script,"['arb_Arab', 'heb_Hebr']",cmn_Hani,Step50+sbeam8,"{'arb_Arab': 0.17, 'eng_Latn': 0.19, 'urd_Arab': 0.27, 'cmn_Hani': 0.16}"
arab-script,"['arb_Arab', 'heb_Hebr']",cmn_Hani,Base,{'cmn_Hani': 0.94}
arab-script,"['arb_Arab', 'heb_Hebr']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",jpn_Jpan,Step1,"{'urd_Arab': 0.49, 'eng_Latn': 0.37}"
arab-script,"['arb_Arab', 'heb_Hebr']",jpn_Jpan,Step50+sbeam8,"{'urd_Arab': 0.49, 'eng_Latn': 0.37}"
arab-script,"['arb_Arab', 'heb_Hebr']",jpn_Jpan,Base,"{'jpn_Jpan': 0.06, 'eng_Latn': 0.39, 'arb_Arab': 0.15, 'cmn_Hani': 0.18, 'urd_Arab': 0.1}"
arab-script,"['arb_Arab', 'heb_Hebr']",kor_Hang,Labels,{'kor_Hang': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",kor_Hang,Step1,"{'eng_Latn': 0.19, 'arb_Arab': 0.13, 'urd_Arab': 0.46}"
arab-script,"['arb_Arab', 'heb_Hebr']",kor_Hang,Step50+sbeam8,"{'eng_Latn': 0.21, 'arb_Arab': 0.07, 'urd_Arab': 0.51}"
arab-script,"['arb_Arab', 'heb_Hebr']",kor_Hang,Base,"{'eng_Latn': 0.24, 'arb_Arab': 0.48}"
arab-script,"['arb_Arab', 'heb_Hebr']",mon_Cyrl,Labels,{'mon_Cyrl': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",mon_Cyrl,Step1,"{'urd_Arab': 0.75, 'eng_Latn': 0.16}"
arab-script,"['arb_Arab', 'heb_Hebr']",mon_Cyrl,Step50+sbeam8,"{'urd_Arab': 0.76, 'eng_Latn': 0.14}"
arab-script,"['arb_Arab', 'heb_Hebr']",mon_Cyrl,Base,"{'urd_Arab': 0.57, 'eng_Latn': 0.21}"
arab-script,"['arb_Arab', 'heb_Hebr']",hun_Latn,Labels,{'hun_Latn': 1.0}
arab-script,"['arb_Arab', 'heb_Hebr']",hun_Latn,Step1,"{'tur_Latn': 0.12, 'eng_Latn': 0.15, 'arb_Arab': 0.29, 'deu_Latn': 0.07}"
arab-script,"['arb_Arab', 'heb_Hebr']",hun_Latn,Step50+sbeam8,"{'arb_Arab': 0.29, 'eng_Latn': 0.13, 'deu_Latn': 0.07, 'tur_Latn': 0.11}"
arab-script,"['arb_Arab', 'heb_Hebr']",hun_Latn,Base,"{'tur_Latn': 0.22, 'eng_Latn': 0.16, 'deu_Latn': 0.11, 'arb_Arab': 0.07}"
arab-script,"['arb_Arab', 'heb_Hebr']",mhr_Cyrl,Labels,"{'kaz_Cyrl': 0.61, 'mon_Cyrl': 0.26}"
arab-script,"['arb_Arab', 'heb_Hebr']",mhr_Cyrl,Step1,"{'tur_Latn': 0.06, 'kaz_Cyrl': 0.15, 'mon_Cyrl': 0.12, 'urd_Arab': 0.36, 'arb_Arab': 0.15}"
arab-script,"['arb_Arab', 'heb_Hebr']",mhr_Cyrl,Step50+sbeam8,"{'tur_Latn': 0.06, 'arb_Arab': 0.17, 'mon_Cyrl': 0.1, 'kaz_Cyrl': 0.12, 'urd_Arab': 0.37}"
arab-script,"['arb_Arab', 'heb_Hebr']",mhr_Cyrl,Base,"{'urd_Arab': 0.31, 'mon_Cyrl': 0.16, 'kaz_Cyrl': 0.18, 'tur_Latn': 0.12}"
arab-script,"['arb_Arab', 'heb_Hebr']",fin_Latn,Labels,{'fin_Latn': 0.99}
arab-script,"['arb_Arab', 'heb_Hebr']",fin_Latn,Step1,"{'tur_Latn': 0.11, 'eng_Latn': 0.13, 'deu_Latn': 0.25, 'arb_Arab': 0.06}"
arab-script,"['arb_Arab', 'heb_Hebr']",fin_Latn,Step50+sbeam8,"{'hun_Latn': 0.07, 'tur_Latn': 0.09, 'deu_Latn': 0.22, 'fin_Latn': 0.08, 'eng_Latn': 0.12, 'arb_Arab': 0.07}"
arab-script,"['arb_Arab', 'heb_Hebr']",fin_Latn,Base,"{'deu_Latn': 0.34, 'eng_Latn': 0.16}"
tur_pan,"['tur_Latn', 'pan_Guru']",deu_Latn,Labels,{'deu_Latn': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",deu_Latn,Base,{'deu_Latn': 0.94}
tur_pan,"['tur_Latn', 'pan_Guru']",deu_Latn,Step1,{'deu_Latn': 0.95}
tur_pan,"['tur_Latn', 'pan_Guru']",deu_Latn,Step50+sbeam8,"{'deu_Latn': 0.88, 'tur_Latn': 0.08}"
tur_pan,"['tur_Latn', 'pan_Guru']",ydd_Hebr,Labels,{'heb_Hebr': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",ydd_Hebr,Base,"{'pan_Guru': 0.31, 'tur_Latn': 0.56}"
tur_pan,"['tur_Latn', 'pan_Guru']",ydd_Hebr,Step1,{'pan_Guru': 0.94}
tur_pan,"['tur_Latn', 'pan_Guru']",ydd_Hebr,Step50+sbeam8,{'pan_Guru': 0.94}
tur_pan,"['tur_Latn', 'pan_Guru']",heb_Hebr,Labels,{'heb_Hebr': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",heb_Hebr,Base,{'tur_Latn': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",heb_Hebr,Step1,"{'pan_Guru': 0.13, 'tur_Latn': 0.81}"
tur_pan,"['tur_Latn', 'pan_Guru']",heb_Hebr,Step50+sbeam8,"{'pan_Guru': 0.13, 'tur_Latn': 0.82}"
tur_pan,"['tur_Latn', 'pan_Guru']",arb_Arab,Labels,{'arb_Arab': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",arb_Arab,Base,"{'tur_Latn': 0.69, 'eng_Latn': 0.21}"
tur_pan,"['tur_Latn', 'pan_Guru']",arb_Arab,Step1,"{'tur_Latn': 0.27, 'pan_Guru': 0.54, 'eng_Latn': 0.13}"
tur_pan,"['tur_Latn', 'pan_Guru']",arb_Arab,Step50+sbeam8,"{'tur_Latn': 0.25, 'pan_Guru': 0.61, 'eng_Latn': 0.1}"
tur_pan,"['tur_Latn', 'pan_Guru']",amh_Ethi,Labels,"{'amh_Ethi': 0.81, 'eng_Latn': 0.14}"
tur_pan,"['tur_Latn', 'pan_Guru']",amh_Ethi,Base,"{'pan_Guru': 0.88, 'tur_Latn': 0.08}"
tur_pan,"['tur_Latn', 'pan_Guru']",amh_Ethi,Step1,{'pan_Guru': 0.95}
tur_pan,"['tur_Latn', 'pan_Guru']",amh_Ethi,Step50+sbeam8,{'pan_Guru': 0.97}
tur_pan,"['tur_Latn', 'pan_Guru']",mlt_Latn,Labels,"{'eng_Latn': 0.13, 'deu_Latn': 0.19, 'mlt_Latn': 0.24, 'fin_Latn': 0.11}"
tur_pan,"['tur_Latn', 'pan_Guru']",mlt_Latn,Base,"{'tur_Latn': 0.69, 'eng_Latn': 0.16}"
tur_pan,"['tur_Latn', 'pan_Guru']",mlt_Latn,Step1,"{'eng_Latn': 0.29, 'tur_Latn': 0.5}"
tur_pan,"['tur_Latn', 'pan_Guru']",mlt_Latn,Step50+sbeam8,"{'eng_Latn': 0.29, 'tur_Latn': 0.5}"
tur_pan,"['tur_Latn', 'pan_Guru']",hin_Deva,Labels,"{'hin_Deva': 0.72, 'eng_Latn': 0.24}"
tur_pan,"['tur_Latn', 'pan_Guru']",hin_Deva,Base,"{'pan_Guru': 0.72, 'eng_Latn': 0.26}"
tur_pan,"['tur_Latn', 'pan_Guru']",hin_Deva,Step1,"{'pan_Guru': 0.78, 'eng_Latn': 0.2}"
tur_pan,"['tur_Latn', 'pan_Guru']",hin_Deva,Step50+sbeam8,"{'pan_Guru': 0.77, 'eng_Latn': 0.22}"
tur_pan,"['tur_Latn', 'pan_Guru']",urd_Arab,Labels,{'urd_Arab': 0.98}
tur_pan,"['tur_Latn', 'pan_Guru']",urd_Arab,Base,"{'pan_Guru': 0.88, 'tur_Latn': 0.08}"
tur_pan,"['tur_Latn', 'pan_Guru']",urd_Arab,Step1,{'pan_Guru': 0.97}
tur_pan,"['tur_Latn', 'pan_Guru']",urd_Arab,Step50+sbeam8,{'pan_Guru': 0.97}
tur_pan,"['tur_Latn', 'pan_Guru']",guj_Gujr,Labels,{'guj_Gujr': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",guj_Gujr,Base,{'pan_Guru': 0.98}
tur_pan,"['tur_Latn', 'pan_Guru']",guj_Gujr,Step1,{'pan_Guru': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",guj_Gujr,Step50+sbeam8,{'pan_Guru': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",sin_Sinh,Labels,{'eng_Latn': 0.19}
tur_pan,"['tur_Latn', 'pan_Guru']",sin_Sinh,Base,{'pan_Guru': 0.98}
tur_pan,"['tur_Latn', 'pan_Guru']",sin_Sinh,Step1,{'pan_Guru': 0.98}
tur_pan,"['tur_Latn', 'pan_Guru']",sin_Sinh,Step50+sbeam8,{'pan_Guru': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",pan_Guru,Labels,{'pan_Guru': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",pan_Guru,Base,{'pan_Guru': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",pan_Guru,Step1,{'pan_Guru': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",pan_Guru,Step50+sbeam8,{'pan_Guru': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",tur_Latn,Labels,{'tur_Latn': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",tur_Latn,Base,{'tur_Latn': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",tur_Latn,Step1,{'tur_Latn': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",tur_Latn,Step50+sbeam8,{'tur_Latn': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",kaz_Cyrl,Labels,{'kaz_Cyrl': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",kaz_Cyrl,Base,{'tur_Latn': 0.98}
tur_pan,"['tur_Latn', 'pan_Guru']",kaz_Cyrl,Step1,"{'tur_Latn': 0.89, 'pan_Guru': 0.09}"
tur_pan,"['tur_Latn', 'pan_Guru']",kaz_Cyrl,Step50+sbeam8,"{'pan_Guru': 0.13, 'tur_Latn': 0.84}"
tur_pan,"['tur_Latn', 'pan_Guru']",cmn_Hani,Labels,{'cmn_Hani': 1.0}
tur_pan,"['tur_Latn', 'pan_Guru']",cmn_Hani,Base,"{'eng_Latn': 0.17, 'tur_Latn': 0.6, 'pan_Guru': 0.18}"
tur_pan,"['tur_Latn', 'pan_Guru']",cmn_Hani,Step1,"{'tur_Latn': 0.5, 'pan_Guru': 0.37, 'eng_Latn': 0.07}"
tur_pan,"['tur_Latn', 'pan_Guru']",cmn_Hani,Step50+sbeam8,"{'tur_Latn': 0.43, 'pan_Guru': 0.45, 'eng_Latn': 0.06}"
tur_pan,"['tur_Latn', 'pan_Guru']",jpn_Jpan,Labels,{'jpn_Jpan': 0.99}
tur_pan,"['tur_Latn', 'pan_Guru']",jpn_Jpan,Base,"{'eng_Latn': 0.06, 'tur_Latn': 0.88}"
tur_pan,"['tur_Latn', 'pan_Guru']",jpn_Jpan,Step1,"{'tur_Latn': 0.72, 'pan_Guru': 0.15, 'eng_Latn': 0.06}"
tur_pan,"['tur_Latn', 'pan_Guru']",jpn_Jpan,Step50+sbeam8,"{'pan_Guru': 0.18, 'tur_Latn': 0.62, 'eng_Latn': 0.08}"
tur_pan,"['tur_Latn', 'pan_Guru']",kor_Hang,Labels,{'kor_Hang': 0.99}
